"KEY","KIND","COMMENT","ARGUMENTS","ENG","FR","ES"
"10-005-00004","WARNING","Means that a break point (via function name) was reached","{0} = break point function name","Breakpoint reached (breakfunc={0})","",""
"","","","","","",""
"","","","","","",""
"","","","","","",""
"10-010-00000","WARNING","User preprocessing Warning","None","","",""
"10-010-00001","WARNING","","","","",""
"","","","","","",""
"10-011-00000","WARNING","User Dark Warning","None","","",""
"","","","","","",""
"10-012-00000","WARNING","User Bad pixel Warning","None","","",""
"10-012-00001","WARNING","Tells the user that there were a different amount of dark to flat files in badpixs (only true when combine set to False)","{0} = number of flat files; {1} = number of dark files","Inconsistent number of input flat / dark files (No. flat={0}, No. dark={1}) and combine set to False.","",""
"","","","","","",""
"","","","","","",""
"10-013-00000","WARNING","User Localisation Warning","None","","",""
"","","","","","",""
"","","","","","",""
"10-014-00000","WARNING","User shape/tilt Warning","None","","",""
"10-014-00001","WARNING","Means that shape master transforms iteration failed the quality control","{0} = group number","Quality control failed for group {0} \n\t Image quality too poor (sigma clip failed)","",""
"10-014-00002","WARNING","Means that shape master xres or yres iteration failed the quality control","{0} = group number; {1} = xres value; {2} = yres value; {3} = limit","Quality control failed for group {0} \n\t XRES = {0} YRES = {1} (limit = {2})","",""
"10-014-00003","WARNING","Means that QC failed (during creation of dxmap) and file will not be written","{0} = order of qc failure; {1} = ypixel location of qc failure; {2} = max std that caused qc failure; {3} = qc limit for failure","QUALITY CONTROL FAILED: The std of the dxmap for order {0} y—pixel {1} is too large. \n\t std = {2:.5f} (limit = {3:.5f}) \n\t Cannot continue. Exiting.","",""
"10-014-00004","WARNING","","","","",""
"10-014-00005","WARNING","","","","",""
"10-014-00006","WARNING","","","","",""
"","","","","","",""
"","","","","","",""
"10-015-00000","WARNING","User flat/blaze Warning","None","","",""
"","","","","","",""
"","","","","","",""
"10-016-00000","WARNING","User extraction/berv Warning","None","","",""
"10-016-00001","WARNING","Means that order was skipped at user request in extraction process","{0} = order number","Skipping order {0} (not in valid orders) values will be set to NaN","",""
"10-016-00002","WARNING","Means that the saturation level was exceeded","{0} = fiber name; {1} = order number; {2} = flux value; {3} = saturation limit","SATURATION LEVEL REACHED on Fiber {0} order={1} \n\t flux ({2}) > limit ({3})","",""
"10-016-00003","WARNING","Means that we could not import barycorrpy (and using estimate instead)","{0} = estimate accuracy; {1} = function name","Could not import barycorrpy. \n\t Using BERV estimate (+/- {0} m/s) instead. \n\t Function = {1}","",""
"10-016-00004","WARNING","Means that we could not calculate berv using barycorrpy (and using estimate instead)","{0} = Error type; {1} = Error message; {2} = estimate accuracy; {3} = Function name","Could not calculate BERV using barycorrpy. \n\t Error {0}: {1} \n\t Using BERV estimate (+/- {2} m/s) instead. \n\t Function = {3}","",""
"10-016-00005","WARNING","Print warning that we are calculating BERV using estimate","{0} = estimate accuracy","Calculating BERV using estimate (+/- {0} m/s)","",""
"10-016-00006","WARNING","Prints a warning that we could not use ra and dec to crossmatch with obj_list lookup table","{0} = ra; {1} = dec; {2} = radius; {3} = error type; {4} = error message; {5} = Function","Gaia Crossmatch error: Could not use ra='{0}' and dec='{1}' to crossmatch (radius={2}). \n\t Error {3}: {4} \n\t Function = {5}","",""
"10-016-00007","WARNING","Means that the query was not defined (i.e. gaiaid/objname/ra/dec/query were unset)","{0} = function name","Gaia crossmatch error: Cannot create query \n\t Must provide either a 'gaiaid' or a 'objname' or an 'ra and dec' or a 'query' \n\t Function = {0}","",""
"10-016-00008","WARNING","Means that we could not use astroquery TapPlus to query gaia","{0} = url; {1} = query; {2} = error type; {3} = error message; {4} = function name","Gaia crossmatch error: Cannot use astroquery TapPlus. \n\t URL={0} \n\nquery = {1}\n\n\t Error {2}: {3} \n\t Function = {4}","",""
"10-016-00009","WARNING","Means that we cannot use astroquery (not found) to cross match to gaia","{0} = error type; {1} = error message; {2} = function name","Gaia crossmatch error: Must has astroquery installed to crossmatch with gaia. \n\t Error {0}: {1} \n\t Function = {2}","",""
"10-016-00010","WARNING","Prints a warning that we could not use ra and dec to crossmatch with gaia (via astroquery TapPlus)","{0} = ra; {1} = dec; {2} = radius; {3} = error type; {4} = error message; {5} = Function","Gaia Crossmatch error: Could not use ra='{0}' and dec='{1}' to query gaia - via astroquery TapPlus (radius={2}). \n\t Error {3}: {4} \n\t Function = {5}","",""
"10-016-00011","WARNING","Means that no rows were found after querying gaia (via astroquery TapPlus)","{0} = function name","Gaia Crossmatch error: No entries found after crossmatch with gaia. \n\t Function = {0}","",""
"10-016-00012","WARNING","Means that file will be skipped due to incorrect DPRTYPE","{0} = infile dprtype; {1} = required dprtype; {2} = filename","Skipping extraction DPRTYPE = {0} (Required = {1}) \n\t File = {2}","",""
"10-016-00013","WARNING","Means that file will be skipped due to incorrect OBJNAME","{0} = infile objname; {1} = required objname; {2} = filename","Skipping extraction OBJNAME = {0} (Required = {1}) \n\t File = {2}","",""
"10-016-00014","WARNING","Means that no berv values found so using estimated values","{0} = estimate accuracy","No barycorrpy berv values found, using pyasl estimate. \n\t Only good to  +/- {0:.3f} m/s \n\t For precise RV must have barycorrpy working (see extraction log)","",""
"10-016-00015","WARNING","means in simbad query no results were found for object","{0} = object name","Simbad Query: No results found for object: {0}","",""
"10-016-00016","WARNING","means that 'RA' was not found in simbad query","{0} = object name; {1} = columns found","Simbad Query: 'RA' not found in simbad results for object: {0}. \n\t Cols found: {1}","",""
"10-016-00017","WARNING","means that 'DEC' was not found in simbad query","{0} = object name; {1} = columns found","Simbad Query: 'DEC' not found in simbad results for object: {0}. \n\t Cols found: {1}","",""
"10-016-00018","WARNING","means that 'RA' units were not understood in simbad query","{0} = object name; {1} = ra units found","Simbad Query: 'RA' units not understood for object: {0}. Found units='{1}'","",""
"10-016-00019","WARNING","means that 'DEC' units were not understood in simbad query","{0} = object name; {1} = dec units found","Simbad Query: 'DEC' units not understood for object: {0}. Found units='{1}'","",""
"10-016-00020","WARNING","means there was an error in the simbad query","{0} = object name; {1} = error type; [2} = error message","Simbad Query error for object '{0}'. \n\t Error {1}: {2}","",""
"10-016-00021","WARNING","means that infile dprtype was wrong for leak correction","{0} = dprtype; {1} = allowed dprtypes; {2} = infile filename","Wrong DPRTYPE for leak correction. \n\t DPRTYPE: '{0}' \n\t Allowed DPRTYPEs: {1} \n\t Input file name: {2}","",""
"10-016-00022","WARNING","means that infile fiber was wrong for leak correction (must be science fiber)","{0} = fiber name; {1} = allowed fibers; {2} = infile filename","Wrong fiber for leak correction. \n\t fiber: '{0}' \n\t Allowed fibers: {1} \n\t Input file name: {2}","",""
"10-016-00023","WARNING","means that leak correction header key was found and was true there for correction was already done","{0} = infile filename","Leakage already corrected for file: {0}","",""
"10-016-00024","WARNING","means that ratio/approx ratio was out of bounds","{0} = order number; {1} = ratio value; {2} = approx ratio value; {3} = fraction; {4} = lower bound value; {5} = upper bound value","Spurious reference FP found (Order = {0}). \n\t Ratio={1:.3e} Approx={2:.3e} Fraction={3:.3f} (Fraction must agree within {4} to {5})","",""
"","","","","","",""
"","","","","","",""
"","","","","","",""
"10-017-00000","WARNING","User wave solution Warning","None","","",""
"10-017-00001","WARNING","Means that could not find a wave key so using wave master","{0} = wave key looked for","Could not find wave key '{0}' in calibDB using wave master.","",""
"10-017-00002","WARNING","Tells the user that there were a different amount of hc to fp files in wave recipe (only true when combine set to False)","{0} = number of hc files; {1} = number of fp files","Inconsistent number of input hc / fp files (No. hc={0}, No. fp={1}) and combine set to False.","",""
"10-017-00003","WARNING","Means that the wavelength solution fit degree was inconsistent with requirement","{0} = current fit degree; {1} = required fit degree","Inconsistent wave solution fit degree ({0}) expected {1} \n\t Re-mapping onto expected fit degree.","",""
"10-017-00004","WARNING","Means that pixel shift parameters are not zero","{0} = slope pixel shift; {1} = intercept pixel shift","Pixel shift is not 0 (slope={0} intercept={1}) check that this is desired","",""
"10-017-00005","WARNING","Means that no lines were found for this order","{0} = order number","No value found for order {0}","",""
"10-017-00006","WARNING","Means that HC solution failed QC and FP was expected","None","HC wave solution failed quality control. FP wave solution not processed","",""
"10-017-00007","WARNING","Means that FP wave solution was not expected","None","No FP files given. FP wave solution not generated.","",""
"10-017-00008","WARNING","prints that there is no overlap for order","{0} = order number","No overlap for order {0}","",""
"10-017-00009","WARNING","prints that there was no overlap for order so having to estimate gap size","{0} = order number","No overlap for order {0}, estimating gap size","",""
"10-017-00010","WARNING","prints that there was a missing line estimate miss-match","{0} = end 1; {1} = end 2; {2} = wavelength 1; {3} = wavelength 2","Missing line estimate miss-match: {0} v {1} from {2:.5f} v {3:.5f}","",""
"10-017-00011","WARNING","prints that cavity length files do not exist so we have to create them","None","Cavity length fit files missing. Cavity length fits will be created.","",""
"10-017-00012","WARNING","means that the multi wave plot start order is larger than final order","{0} = multi-wave plot start order; {1} = final order; {2} = plot name","First order for multi-wave plot '{0}' is higher than final wavelength solution order '{1}'. Plotting of {2} skipped.","",""
"","","","","","",""
"","","","","","",""
"10-018-00000","WARNING","User drift Warning","None","","",""
"","","","","","",""
"","","","","","",""
"10-019-00000","WARNING","User telluric Warning","None","","",""
"10-019-00001","WARNING","Means that dprtype was not valid","{0} = dprtype; {1} = recipe name; {2} = allowed dprtypes; {3} = filename","DPRTYPE = ‘{0}’ is not valid for {1}. \n\t Allowed DPRTYPES are: {2} \n\t Skipping filename = {3}","",""
"10-019-00002","WARNING","Means that objname was in blacklist","{0} = base filename; {1}  = object name keyword; {2} = objname","File {0} is blacklisted ({1} = ‘{2}’) \n\t Skipping file.","",""
"10-019-00003","WARNING","Means that recovered water vapor optical depth not between limits","{0} = calculated optical depth; {1} = minimum optical depth; {2} = maximum optical depth","Recovered water vapor optical depth invalid (value = {0:.2f}) \n\t Must be between {1:.2f} and {2:.2f}","",""
"10-019-00004","WARNING","Means that recovered optical depth of others is too different from airmass","{0} = calculated optical depth; {1} = airmass","Recovered optical depth invalid (value={0:.3f} \n\t Too different from airmass (airmass = {1:.3f})","",""
"10-019-00005","WARNING","Means that no files were found for object name and file type","{0} = object name; {1} = file type","No files were found for object name = {0}, file type = {1}","",""
"10-019-00006","WARNING","Means that template file was skipped due to poor snr","{0} = iteration number; {1} = total number of files; {2} = snr order; {3} = snr of order; {4} = snr threshold","Skipping file {0} of {1}. SNR (order {2}) = {3} (Limit = {4})","",""
"10-019-00007","WARNING","Means that no good files were found for template cube","{0} = object name","No good files found for object = {0}. Skipping.","",""
"10-019-00008","WARNING","","","","",""
"","","","","","",""
"","","","","","",""
"","","","","","",""
"10-020-00000","WARNING","User Radial velocity Warning","None","","",""
"10-020-00001","WARNING","Means that an all NaN array was found when trying to fit the CCF","{0} = order number","All NaN slice found when fitting CCF (Order = {0}). Returning NaNs instead of fit.","",""
"10-020-00002","WARNING","Means that we found NaNs and need to replace the NaNs by something","None","NaNs found in image. Replacing NaNs with values smoothed by kernel.","",""
"10-020-00003","WARNING","Means that the reference wave solution did not match the science wave solution in time","{0} = reference wave time; {1} = science wave time; {2} = reference wave file; {3} = science wave file","Reference wave solution time did not match science wave solution time. Using science wave solution for reference fiber. \n\t Reference wave time = {0}   science wave time = {1} \n\t Reference wave file: {2} \n\t Science wave file: {3}","",""
"10-020-00004","WARNING","Means that whole order is full of NaNS so CCF will be NaN","{0} = order number","Order {0} has no finite values. CCF set to NaNs.","",""
"10-020-00005","WARNING","Means that the CCF had NaNs in","{0} = order number","Order {0} CCF generated a non-finite value. CCF set to NaNs.","",""
"10-020-00006","WARNING","Means that mask has no lines for this order","{0} = order number; {1} = minimum order wavelength; {1} = maximum order wavelength","Order {0} CCF mask for this order has no lines. CCF set to NaNs. \n\t order wavelength: {1:.3f} to {2:.3f}","",""
"10-020-00007","WARNING","Means that mask is only in the blaze cut off, i.e. no valid lines","{0} = order number","Order {0} CCF mask for this order only has lines in invalid blaze locations. CCF set to NaNs","",""
"","","","","","",""
"","","","","","",""
"","","","","","",""
"10-021-00000","WARNING","User Polarimetry Warning","None","","",""
"10-021-00001","ERROR","Means we could not extract exposure number out of CMMTSEQ","{0} = CMMTSEQ key; {1} =  value of cmmtseq key; {2} = filename","Could not extract exposure number from {0} \n\t {0} = {1} \n\t File = {2}","",""
"10-021-00002","ERROR","Means we could not extract sequence number out of CMMTSEQ","{0} = CMMTSEQ key; {1} =  value of cmmtseq key; {2} = filename","Could not extract sequence number from {0} \n\t {0} = {1} \n\t File = {2}","",""
"10-021-00003","ERROR","Means we could not extract total number of sequences out of CMMTSEQ","{0} = CMMTSEQ key; {1} =  value of cmmtseq key; {2} = filename","Could not extract total number of sequences from {0} \n\t {0} = {1} \n\t File = {2}","",""
"10-021-00004","ERROR","Means that file is not a polar file (CMMTSEQ incorrect)","{0} = CMMTSEQ key; {1} = filename","Key = {0} incorrect for file = {1}","",""
"10-021-00005","ERROR","Means that fiber is not valid for polar recipe","{0} = fiber name; {1} = filename","Fiber={0} is not valid for file: {1}","",""
"","","","","","",""
"","","","","","",""
"","","","","","",""
"10-100-00000","WARNING","Plot Warnings","None","","",""
"","","","","","",""
"10-100-01000","WARNING","Summary Plot Warnings","None","","",""
"10-100-01001","WARNING","Means that the latex document construction failed","{0} = Error type; {1} = Error message; {2} = function name where it happened","Latex document construction failed. \n\t Error {0}: {1} \n\t Function = {2}","",""
"10-100-01002","WARNING","Means that the html document construction failed","{0} = Error type; {1} = Error message; {2} = function name where it happened","HTML document construction failed. \n\t Error {0}: {1} \n\t Function = {2}","",""
"10-100-01003","WARNING","Means that latex did not compile a pdf","{0} = filename","Latex could not compile pdf document (File = {0})","",""
"","","","","","",""
"","","","","","",""
"","","","","","",""
"10-101-00000","WARNING","User Warning: Locking","None","","",""
"10-101-00001","WARNING","Warn that lock is waiting due to making the lock dir","{0} = lock directory","Lock: Make loc dir waiting {0}","",""
"10-101-00002","WARNING","Warn that lock is waiting due to making the lock file","{0} = lock file name; {1} = file name","Lock: Make lock file waiting {0} {1}","",""
"10-101-00003","WARNING","Warn that lock is waiting (in queue)","{0} = lock path; {1} = lock name; {2} = time waited (s)","Lock: Waiting in queue {0} {1} ({2})","",""
"10-101-00004","WARNING","Warn that lock is waiting (error generated)","{0} = lock path; {1} = lock name; {2} = time waited (s); {3} = error found","Lock: Waiting in queue {0} {1} ({2}) Error: {3}","",""
"10-101-00005","WARNING","Warn that lock cannot reset directory","{0} = path to reset; {1} = error type; {2} = error name","Lock: Cannot reset lock dir {0} \n\t Error {1}: {2}","",""
"10-101-00006","WARNING","Warn that lock cannot remove file (reset)","{0} = file to remove; {1} = error type; {2} = error name","Lock: Cannot remove lock file {0}  (reset) \n\t Error {1}: {2}","",""
"10-101-00007","WARNING","Warn that lock cannot remove file (dequeue)","{0} = file to remove; {1} = error type; {2} = error name","Lock: Cannot remove lock file {0} (dequeue) \n\t Error {1}: {2}","",""
"","","","","","",""
"","","","","","",""
"","","","","","",""
"10-502-00000","ALL","User Warning: Reset messages","None","","",""
"10-502-00001","ALL","Prints that file does not exist in reset directory","{0} = filename; {1} = absolute path","File '{0}' does not exist in '{1}' - cannot add","",""
"","","","","","",""
"10-503-00000","ALL","User Warning: Reprocess messages","None","","",""
"10-503-00001","WARNING","Prints that we are overwriting a row and gives the new and old values","{0} = runid; {1} = old key; {2} = old value; {3} = new key; {4} = new value","Overwriting row {0} \n\t Old value: {1} = {2} \n\t {3} = {4}","",""
"10-503-00002","WARNING","Prints that we are overwriting a constant in the parameter dictionary","{0} = constant name; {1} = old value; {2} = new value","Overwriting constant {0} \n\t Old value: {1} \t New value: {2}","",""
"10-503-00003","WARNING","Prints that the table was empty (after filtering for night name)","{0} = night name","No files with nightname = {0}. Skipping.","",""
"10-503-00004","WARNING","Prints that master night name was invalid","{0} = master night name","Master nightname = ‘{0}’ invalid. Skipping.","",""
"10-503-00005","WARNING","Prints that we did not have a key in run file so using default value","{0} = key name; {1} = key value","Key = {0} not found in run file using default value ({1})","",""
"10-503-00006","WARNING","Prints that we are skipping after black listing due to no files left.","None","No files after blacklisting. Skipping.","",""
"10-503-00007","WARNING","Prints that we are skipping after white listing due to no files left","None","No files after whitelisting. Skipping.","",""
"10-503-00008","WARNING","Means that the input directory was not found while prerun test was performed","{0} = input directory path","Input directory for recipe not found. Pre-run check failed. \n\t Directory = {0}","",""
"10-503-00009","WARNING","Means that the night name ('directory') was not found while prerun test was performed","{0} = input 'directory' argument; {1} = input directory path","Night name 'directory' inputted not found. Pre-run check failed. \n\t Night name = {0} \n\t Directory = {1}","",""
"10-503-00010","WARNING","Means that file was not found in prerun test","{0} = argument name; {1} = file path","File not found on disk for argument: {0} \n\t Path = {1}","",""
"10-503-00011","WARNING","Means that we could not write statistics file (could not make dir)","{0} = directory; {1} = error type; {2} = error message; {3} = function name","Processing stats: Could not create directory '{0}' \n\t Error {1}: {2} \n\t Function = {3}","",""
"10-503-00012","WARNING","Means that we could not write stats fits file","{0} = fits file path; {1} = error type; {2} = error message; {3} = function name","Processing stats: Could not save fits file '{0}'  \n\t Error {1}: {2} \n\t Function = {3}","",""
"10-503-00013","WARNING","Means that we could not write stats txt file","{0} = text file path; {1} = error type; {2} = error message; {3} = function name","Processing stats: Could not save text file '{0}'  \n\t Error {1}: {2} \n\t Function = {3}","",""
"10-503-00014","WARNING","Means that directory was disregarded due to not object files (ENGINEERING = False)","{0} = directory","Remove Engineering Nights: Directory {0} was removed - no OBJECT type found. Set ""ENGINEERING=True"" to include this directory.","",""
"","","","","","",""
"","","","","","",""
"","","","","","",""
"10-505-00000","WARNING","Remake calib db warning messages","None","","",""
"10-505-00001","WARNING","warns that master db file exists","{0} = db file name","Warning file {0} exists!","",""
"","","","","","",""
"","","","","","",""
"","","","","","",""
"","","","","","",""
"","","","","","",""
"20-000-00000","INFO","Info Messages","None","\t","",""
"","","","","","",""
"30-000-00000","GRAPH","Graph Messages","None","\t","",""
"","","","","","",""
"40-000-00000","ALL","All Messages","None","\t","",""
"40-000-00001","ALL","Prints that parameter dict info was used but key was invalid","{0} = parameter name","ParamDict Info: Key = '{0}' not found","",""
"40-000-00002","ALL","Prints info title for parameter dict info","{0} = parameter name","Information for key = '{0}'","",""
"40-000-00003","ALL","prints the data type for parameter dict info","{0} = data type","\tData Type: \t\t {0}","",""
"40-000-00004","ALL","prints the info for lists and numpy arrays (parameter dict info)","{0} = min value; {1} = max value; {2} = has nans; {3} = values (truncated)","\tMin Value: \t\t {0} \n\tMax Value: \t\t {1} \n\t Has NaNs: \t\t {2} \n\t Values: \t\t {3}","",""
"40-000-00005","ALL","prints the info for dicts (parameter dict info)","{0} = number of keys; {1} = values (truncated)","\t Num Keys: \t\t {0} \n\t Values: \t\t {1}","",""
"40-000-00006","ALL","prints the info for everything else (parameter dict info)","{0} = value","\tValue: \t\t {0}","",""
"40-000-00007","ALL","prints the source (parameter dict info)","{0} = source of constant","\tSource: \t\t {0}","",""
"40-000-00008","ALL","prints the instance (parameter dict info)","{0} = instance","\tInstance: \t\t {0}","",""
"40-000-00009","ALL","prints the history (when found) for key","{0} = parameter name","History for key = '{0}'","",""
"40-000-00010","ALL","prints that no history was found for key","{0} = parameter name","No history found for key='{0}'","",""
"40-000-00011","ALL","prints that we are copying input file to output file","{0} = input filename; {1} = output filename","Copying file {0} to {1}","",""
"","","","","","",""
"","","","","","",""
"40-001-00000","ALL","Setup Messages","None","\t","",""
"40-001-00001","ALL","Name string - used in setup","None"," NAME","NOM",""
"40-001-00002","ALL","Version string - used in setup","None"," VERSION","VERSION",""
"40-001-00003","ALL","Authors string - used in setup","None"," AUTHORS","AUTEURS",""
"40-001-00004","ALL","last updated string - used in setup","None"," LAST UPDATED","DERNIÈRE MISE À JOUR",""
"40-001-00005","ALL","release string - used in setup","None"," RELEASE STATUS","STATUS DE LIBERATION",""
"40-001-00006","ALL","setup title text","None","DRS Setup:","Configuration de DRS:",""
"40-001-00007","ALL","display for interactive mode set off","{0} = DRS_INTERACTIVE","\t{0} is not set, running in on-line mode","\t{0} n'est pas défini, fonctionne en mode en ligne",""
"40-001-00008","ALL","display for interactive mode set on","{0} = DRS_INTERACTIVE","\t{0} is set","\t est défini",""
"40-001-00009","ALL","display for debug mode","{0} = DRS_DEBUG; {1} = DRS debug mode","\t{0} is set, debug mode level: {1}","\t{0} est défini, niveau de mode débogage: {1}",""
"40-001-00010","ALL","system information title text","None","System information","Le système d'information",""
"40-001-00011","ALL","system info path text","{0} = Path","\t Path = '{0}'","\t Répertoire = '{0}'",""
"40-001-00012","ALL","system info platform text","{0} = platform (operating system)","\t Platform = '{0}'","\t Système d'exploitation = '{0}'",""
"40-001-00013","ALL","system info version","{0} = version","\t Python version = '{0}'","\t Version de Python = '{0}'",""
"40-001-00014","ALL","system info python distribution","{0} = python distribution","\t Python distribution = '{0}'","\t Distribution Python = '{0}'",""
"40-001-00015","ALL","system info distribution date","{0} = distribution date","\t Distribution date = '{0}'","\t La date de distribution ='{0}'",""
"40-001-00016","ALL","40-004-","{0} = other info","\t Other information = '{0}'","\tD'autres informations = '{0}'",""
"40-001-00017","ALL","text for arguments used","None","Arguments used:","Arguments servant:",""
"40-001-00018","ALL","text for name of an unknown argument","None","Unknown","Inconnu",""
"40-001-00019","ALL","display message for all files that have been checked (lists below)","None","\n\nAll files checked:","",""
"40-001-00020","ALL","Prints the file we are iterating on","{0} = iteration number; {1} = total number of files","Processing file {0} of {1}","",""
"40-001-00021","ALL","Prints that we are passing data to a function via DATA_DICT","{0} = keys passed from data dict","Passing data (via DATA_DICT) to function. \n\t Keys = {0}","",""
"40-001-00022","ALL","Prints that we are iterating on a fiber","{0} = current fiber","Processing fiber {0}","",""
"40-001-00023","ALL","Prints that we are making directory","{0} = path","Making dir(s): {0}","",""
"40-001-00024","ALL","Print that we are not adding file to database (due to user input)","{0} = database key; {1} =  filename","Not adding key {0} to database (User input --database = False) \n\t File = {1}","",""
"40-001-00025","ALL","Prints that we are writing combined file to disk","{0} = filename","Writing combined file: {0}","",""
"","","","","","",""
"","","","","","",""
"40-002-00000","ALL","Help Messages","None","\t","",""
"40-002-00001","ALL","Help title","{0} = program name","Help for: '{0}.py'","Aide pour: '{0}.py'",""
"40-002-00002","ALL","Required arguments","None","Required Arguments:","Arguments requis:",""
"40-002-00003","ALL","Optional arguments","None","Optional Arguments:","Arguments optionnels:",""
"40-002-00004","ALL","Special Arguments","None","Special Arguments:","Arguments spéciaux:",""
"40-002-00005","ALL","help message","None","show this help message and exit","afficher ce message d'aide et quitter",""
"40-002-00006","ALL","info title message","{0} = program name","Info for: {0}","Info pour: {0}",""
"40-002-00007","ALL","usage message","None","Usage: "," L'utilisation:",""
"40-002-00008","ALL","tell user to use --help for more detailed help menu","None","use --help for more detailed help","utilisez '--help' pour une aide plus détaillée",""
"","","","","","",""
"40-003-00000","ALL","Exit Messages","None","\t","",""
"40-003-00001","ALL","Successful completion message","{0} = program name","Recipe {0} has been successfully completed","La recette {0} a été complétée avec succès",""
"40-003-00002","ALL","Enter to exit message. Note currently options must be [Y]es or [N]o","{0} = 'python' or 'ipython'","Press 'Enter' to exit or [Y]es to continue in {0}","Appuyez sur 'Entrée' pour quitter ou sur [Y] pour continuer dans {0}",""
"40-003-00003","ALL","Question whether to close plots. Note currently options must be [Y]es or [N]o","None","Close plots? [Y]es or [N]o ","Fermer les graphique(s) ? [Y]es ou [N]o",""
"40-003-00004","ALL","Message to show starting of interactive session","{0} = 'python' or 'ipython'","Starting interactive session ({0})","Commencer une session interactive ({0})",""
"40-003-00005","ALL","Unsuccessful completion message","{0} = program name","Recipe {0} has NOT been successfully completed","La recette {0} N'A PAS été complétée avec succès",""
"","","","","\n\n Code Exited","",""
"40-004-00000","ALL","Indexing/IO Messages","None","\t","",""
"40-004-00001","ALL","When we have no outputs we skip indexing","None","No outputs to index, skipping indexing","Aucune sortie à indexer, sautant l'indexation",""
"40-004-00002","ALL","Show progress of indexing and index file path","{0} = index file path","Indexing outputs onto {0}","Indexer la sortie dans  {0}",""
"40-004-00003","ALL","lists how many index files were found","{0} = number of index files found","Found {0} index files","",""
"40-004-00004","ALL","lists how many files were found by 'find_filetypes'","{0} = number of files found; {1} = filetype","Found {0} {1} file(s)","",""
"","","","","","",""
"40-005-00000","ALL","Listing Messages","None","\t","",""
"40-005-00001","ALL","Listing title","{0} = program name","Listing for: {0}","Liste pour: {0}",""
"40-005-00002","ALL","Prints the list message directory mode, when we have a limit on number","{0} = number of directories; {1} = location of directories","Possible inputs for 'directory' \n (displaying first {0} directories in location='{1}')","Entrées possibles pour 'directory' \n (affichant les premiers {0} répertoires de location = '{1}')",""
"40-005-00003","ALL","Prints the list message file mode, when we have a limit on number. Note {0} not used","{0} = number of files; {1} = location of files; {2} = name of input","Possible inputs for '{2}' \n (displaying first {0} files in directory='{1}')","Entrées possibles pour '{2}' \n (affichant les premiers {0} fichiers du répertoire = '{1}')",""
"40-005-00004","ALL","Prints the list message directory mode, when we have no limit on number","{0} = number of directories; {1} = location of directories","Possible inputs for 'directory' \n (displaying all directories in location='{1}')","Entrées possibles pour 'directory' \n (affichant tous les répertoires de location = '{1}')",""
"40-005-00005","ALL","Prints the list message file mode, when we have no limit on number. Note {0} not used","{0} = number of files; {1} = location of files; {2} = name of input","Possible inputs for '{2}' \n (displaying all files in directory='{1}')","Entrées possibles pour '{2}' \n (affichant tous les fichiers du répertoire = '{1}')",""
"40-005-00006","","","","","",""
"40-005-00007","","","","","",""
"","","","","","",""
"40-005-10000","ALL","General QC Messages","None","\t","",""
"40-005-10001","ALL","The qc successful message","None","QUALITY CONTROL SUCCESSFUL - Well Done -","",""
"40-005-10002","ALL","the qc fail message (followed by how it failed)","None","QUALITY CONTROL FAILED:","",""
"","","","","","",""
"40-006-00000","ALL","General Database messages","None","\t","",""
"40-006-00001","ALL","Prints that we updated database with specific key","{0} = database name; {1} = key value","Updating {0} database with key {1}","",""
"40-006-00002","ALL","Prints that we are skipping copying database file","{0} = database name; {1} = filename","{0} file '{1}' already exists - not copied","",""
"40-006-00003","ALL","Prints that we are copying database file","{0} = database name; {1} = filename; {2} = copy directory","{0} file '{1}' copied to dir {2}","",""
"40-006-00004","ALL","Prints that file was copied to database","{0} = database name; {1} = filename","{0}: Copy to database successful. File = {1}","",""
"","","","","","",""
"40-010-00000","ALL","Preprocessing messages","None","\t","",""
"40-010-00001","ALL","Prints that file was identified as a valid raw drs_file (preprocessing.drs_file_id)","{0} = drs_file type","File identified as {0}","",""
"40-010-00002","ALL","Prints that file was not identified as a valid raw drs_file (preprocessing.drs_file_id)","{0} = filename skipped","File not identified. \n\t Skipping file {0}","",""
"40-010-00003","ALL","Prints that we are correcting for top and bottom pixels","None","Correcting for top and bottom pixels","",""
"40-010-00004","ALL","Prints that we are correcting by the median filter from dark amplifiers","None","Correcting by the median filter from dark amplifiers","",""
"40-010-00005","ALL","Prints that we are correcting the 1/f noise","None","Correcting for the 1/f noise","",""
"40-010-00006","ALL","Prints the corruption check SNR hotpix value","{0} = hotpix value","Corruption check: SNR Hotpix value = {0:.5e}","",""
"40-010-00007","ALL","QC failure message for presprocess SNR hotpix","{0} = snr hotpix value; {1} = snr hotpix threshold; {2} = filename","File was found to be corrupted. \n\t SNR_HOTPIX < threshold \n\t {0:.4e} < {1:4e}. \n\t File will not be saved. \n\t File = {2}","",""
"40-010-00008","ALL","QC failure message for preprocessing rms","{0} = max rms value; {1} = rms threshold; {2} = filename","File was found to be corrupted. \n\t RMS < threshold \n\t {0:.4e} > {1:.4e}. \n\t File will not be saved. \n\t File = {2}","",""
"40-010-00009","ALL","Prints where we are saving the rotated image to","{0} = output filename","Saving rotated image in {0}","",""
"40-010-00010","ALL","Prints that we are saving image to file","{0} = output filename","Saving image to {0}","",""
"40-010-00011","ALL","Prints that we are reading the full flat for preprocessing","{0} = full flat image path","Reading engineering full flat image: '{0}'","",""
